"164348 - RawData-008 - E:\UV Data\adv phy chem lab\batch A&B\Au nr1_30ul.spc"
"Wavelength nm."	"Abs."
200.00	2.957
201.00	2.994
202.00	2.998
203.00	3.022
204.00	2.972
205.00	2.835
206.00	2.607
207.00	2.308
208.00	1.989
209.00	1.679
210.00	1.432
211.00	1.210
212.00	1.028
213.00	0.883
214.00	0.773
215.00	0.689
216.00	0.627
217.00	0.585
218.00	0.559
219.00	0.545
220.00	0.540
221.00	0.543
222.00	0.551
223.00	0.561
224.00	0.574
225.00	0.587
226.00	0.600
227.00	0.612
228.00	0.623
229.00	0.631
230.00	0.636
231.00	0.639
232.00	0.638
233.00	0.634
234.00	0.626
235.00	0.614
236.00	0.598
237.00	0.579
238.00	0.558
239.00	0.533
240.00	0.507
241.00	0.481
242.00	0.453
243.00	0.424
244.00	0.397
245.00	0.370
246.00	0.344
247.00	0.320
248.00	0.299
249.00	0.278
250.00	0.259
251.00	0.243
252.00	0.228
253.00	0.214
254.00	0.202
255.00	0.191
256.00	0.182
257.00	0.173
258.00	0.166
259.00	0.160
260.00	0.155
261.00	0.150
262.00	0.146
263.00	0.142
264.00	0.138
265.00	0.136
266.00	0.133
267.00	0.131
268.00	0.130
269.00	0.128
270.00	0.127
271.00	0.127
272.00	0.127
273.00	0.128
274.00	0.129
275.00	0.131
276.00	0.133
277.00	0.135
278.00	0.138
279.00	0.142
280.00	0.146
281.00	0.150
282.00	0.155
283.00	0.161
284.00	0.167
285.00	0.172
286.00	0.179
287.00	0.184
288.00	0.190
289.00	0.196
290.00	0.202
291.00	0.207
292.00	0.212
293.00	0.216
294.00	0.220
295.00	0.223
296.00	0.224
297.00	0.226
298.00	0.226
299.00	0.226
300.00	0.225
301.00	0.223
302.00	0.221
303.00	0.218
304.00	0.214
305.00	0.210
306.00	0.206
307.00	0.201
308.00	0.194
309.00	0.188
310.00	0.182
311.00	0.176
312.00	0.169
313.00	0.162
314.00	0.156
315.00	0.150
316.00	0.144
317.00	0.138
318.00	0.132
319.00	0.127
320.00	0.122
321.00	0.117
322.00	0.113
323.00	0.109
324.00	0.106
325.00	0.103
326.00	0.100
327.00	0.098
328.00	0.097
329.00	0.095
330.00	0.094
331.00	0.094
332.00	0.094
333.00	0.094
334.00	0.094
335.00	0.095
336.00	0.096
337.00	0.097
338.00	0.099
339.00	0.100
340.00	0.102
341.00	0.104
342.00	0.106
343.00	0.109
344.00	0.111
345.00	0.114
346.00	0.118
347.00	0.121
348.00	0.125
349.00	0.129
350.00	0.132
351.00	0.137
352.00	0.140
353.00	0.145
354.00	0.149
355.00	0.154
356.00	0.158
357.00	0.164
358.00	0.169
359.00	0.174
360.00	0.179
361.00	0.184
362.00	0.190
363.00	0.196
364.00	0.201
365.00	0.210
366.00	0.217
367.00	0.223
368.00	0.229
369.00	0.236
370.00	0.242
371.00	0.248
372.00	0.255
373.00	0.261
374.00	0.267
375.00	0.273
376.00	0.279
377.00	0.285
378.00	0.291
379.00	0.297
380.00	0.303
381.00	0.309
382.00	0.314
383.00	0.320
384.00	0.325
385.00	0.330
386.00	0.335
387.00	0.340
388.00	0.344
389.00	0.348
390.00	0.351
391.00	0.355
392.00	0.357
393.00	0.360
394.00	0.362
395.00	0.364
396.00	0.365
397.00	0.366
398.00	0.367
399.00	0.368
400.00	0.368
401.00	0.367
402.00	0.367
403.00	0.365
404.00	0.364
405.00	0.362
406.00	0.359
407.00	0.356
408.00	0.352
409.00	0.348
410.00	0.344
411.00	0.339
412.00	0.333
413.00	0.327
414.00	0.321
415.00	0.315
416.00	0.309
417.00	0.302
418.00	0.295
419.00	0.287
420.00	0.280
421.00	0.272
422.00	0.264
423.00	0.256
424.00	0.248
425.00	0.240
426.00	0.232
427.00	0.224
428.00	0.216
429.00	0.208
430.00	0.201
431.00	0.193
432.00	0.185
433.00	0.177
434.00	0.170
435.00	0.163
436.00	0.155
437.00	0.149
438.00	0.142
439.00	0.135
440.00	0.128
441.00	0.122
442.00	0.116
443.00	0.110
444.00	0.104
445.00	0.099
446.00	0.094
447.00	0.089
448.00	0.084
449.00	0.080
450.00	0.076
451.00	0.072
452.00	0.068
453.00	0.065
454.00	0.061
455.00	0.058
456.00	0.055
457.00	0.052
458.00	0.050
459.00	0.047
460.00	0.045
461.00	0.043
462.00	0.041
463.00	0.039
464.00	0.037
465.00	0.035
466.00	0.034
467.00	0.033
468.00	0.031
469.00	0.030
470.00	0.029
471.00	0.029
472.00	0.028
473.00	0.027
474.00	0.027
475.00	0.026
476.00	0.025
477.00	0.025
478.00	0.025
479.00	0.024
480.00	0.024
481.00	0.024
482.00	0.023
483.00	0.023
484.00	0.023
485.00	0.023
486.00	0.023
487.00	0.023
488.00	0.023
489.00	0.023
490.00	0.023
491.00	0.023
492.00	0.023
493.00	0.023
494.00	0.023
495.00	0.023
496.00	0.023
497.00	0.023
498.00	0.023
499.00	0.023
500.00	0.023
501.00	0.023
502.00	0.022
503.00	0.022
504.00	0.022
505.00	0.022
506.00	0.021
507.00	0.021
508.00	0.021
509.00	0.021
510.00	0.021
511.00	0.020
512.00	0.020
513.00	0.020
514.00	0.020
515.00	0.019
516.00	0.019
517.00	0.019
518.00	0.019
519.00	0.019
520.00	0.018
521.00	0.018
522.00	0.018
523.00	0.018
524.00	0.018
525.00	0.017
526.00	0.017
527.00	0.017
528.00	0.017
529.00	0.017
530.00	0.017
531.00	0.016
532.00	0.016
533.00	0.016
534.00	0.016
535.00	0.016
536.00	0.016
537.00	0.016
538.00	0.015
539.00	0.015
540.00	0.015
541.00	0.015
542.00	0.015
543.00	0.015
544.00	0.015
545.00	0.015
546.00	0.015
547.00	0.014
548.00	0.014
549.00	0.014
550.00	0.014
551.00	0.014
552.00	0.014
553.00	0.014
554.00	0.014
555.00	0.014
556.00	0.014
557.00	0.014
558.00	0.014
559.00	0.014
560.00	0.014
561.00	0.014
562.00	0.014
563.00	0.014
564.00	0.013
565.00	0.013
566.00	0.013
567.00	0.013
568.00	0.013
569.00	0.013
570.00	0.013
571.00	0.013
572.00	0.013
573.00	0.013
574.00	0.013
575.00	0.013
576.00	0.013
577.00	0.013
578.00	0.013
579.00	0.013
580.00	0.013
581.00	0.013
582.00	0.013
583.00	0.013
584.00	0.013
585.00	0.013
586.00	0.013
587.00	0.013
588.00	0.013
589.00	0.013
590.00	0.013
591.00	0.013
592.00	0.014
593.00	0.014
594.00	0.014
595.00	0.014
596.00	0.014
597.00	0.014
598.00	0.014
599.00	0.014
600.00	0.014
