"154635 - RawData-008 - E:\UV Data\adv phy chem lab\batch A&B\Au np 4_10ul.spc"
"Wavelength nm."	"Abs."
528.00	0.137
529.00	0.136
530.00	0.136
531.00	0.136
532.00	0.135
533.00	0.135
534.00	0.135
535.00	0.134
536.00	0.134
537.00	0.133
538.00	0.133
539.00	0.133
540.00	0.132
541.00	0.132
542.00	0.132
543.00	0.131
544.00	0.131
545.00	0.131
546.00	0.130
547.00	0.130
548.00	0.130
549.00	0.130
550.00	0.129
551.00	0.129
552.00	0.129
553.00	0.128
554.00	0.128
555.00	0.128
556.00	0.128
557.00	0.127
558.00	0.127
559.00	0.127
560.00	0.127
561.00	0.127
562.00	0.126
563.00	0.126
564.00	0.126
565.00	0.126
566.00	0.126
567.00	0.125
568.00	0.125
569.00	0.125
570.00	0.125
571.00	0.125
572.00	0.125
573.00	0.125
574.00	0.125
575.00	0.124
576.00	0.124
577.00	0.124
578.00	0.124
579.00	0.124
580.00	0.124
581.00	0.124
582.00	0.124
583.00	0.124
584.00	0.123
585.00	0.123
586.00	0.123
587.00	0.123
588.00	0.123
589.00	0.123
590.00	0.123
591.00	0.123
592.00	0.123
593.00	0.123
594.00	0.123
595.00	0.123
596.00	0.123
597.00	0.123
598.00	0.123
599.00	0.122
600.00	0.122
