"154635 - RawData-005 - E:\UV Data\adv phy chem lab\batch A&B\Au np 4_10ul.spc"
"Wavelength nm."	"Abs."
438.00	0.271
439.00	0.262
440.00	0.253
441.00	0.245
442.00	0.237
443.00	0.229
444.00	0.221
445.00	0.214
446.00	0.207
447.00	0.200
448.00	0.194
449.00	0.188
450.00	0.182
451.00	0.177
452.00	0.172
453.00	0.167
454.00	0.163
455.00	0.158
456.00	0.154
457.00	0.150
458.00	0.146
459.00	0.142
460.00	0.139
461.00	0.136
462.00	0.133
463.00	0.130
464.00	0.127
465.00	0.125
466.00	0.123
467.00	0.121
468.00	0.119
469.00	0.118
470.00	0.116
471.00	0.115
472.00	0.114
473.00	0.113
474.00	0.112
475.00	0.111
476.00	0.111
477.00	0.110
478.00	0.109
479.00	0.108
480.00	0.108
481.00	0.107
482.00	0.107
483.00	0.106
484.00	0.106
485.00	0.106
486.00	0.106
487.00	0.106
488.00	0.106
489.00	0.106
490.00	0.107
491.00	0.107
492.00	0.107
493.00	0.108
494.00	0.108
495.00	0.108
496.00	0.107
497.00	0.107
498.00	0.107
499.00	0.106
500.00	0.105
501.00	0.105
502.00	0.104
503.00	0.103
504.00	0.103
505.00	0.102
506.00	0.102
507.00	0.101
508.00	0.101
509.00	0.100
510.00	0.100
511.00	0.099
512.00	0.099
513.00	0.099
514.00	0.099
515.00	0.098
516.00	0.098
517.00	0.098
518.00	0.097
519.00	0.097
520.00	0.097
521.00	0.097
522.00	0.096
523.00	0.096
524.00	0.096
525.00	0.095
526.00	0.095
527.00	0.095
528.00	0.095
529.00	0.094
530.00	0.094
531.00	0.094
532.00	0.093
533.00	0.093
534.00	0.093
535.00	0.092
536.00	0.092
537.00	0.092
538.00	0.092
539.00	0.091
540.00	0.091
541.00	0.090
542.00	0.090
543.00	0.090
544.00	0.090
545.00	0.089
546.00	0.089
547.00	0.089
548.00	0.088
549.00	0.088
550.00	0.088
551.00	0.088
552.00	0.087
553.00	0.087
554.00	0.087
555.00	0.087
556.00	0.087
557.00	0.086
558.00	0.086
559.00	0.086
560.00	0.086
561.00	0.086
562.00	0.085
563.00	0.085
564.00	0.085
565.00	0.085
566.00	0.085
567.00	0.085
568.00	0.084
569.00	0.084
570.00	0.084
571.00	0.084
572.00	0.084
573.00	0.084
574.00	0.084
575.00	0.084
576.00	0.084
577.00	0.083
578.00	0.083
579.00	0.083
580.00	0.083
581.00	0.083
582.00	0.083
583.00	0.083
584.00	0.083
585.00	0.083
586.00	0.083
587.00	0.083
588.00	0.083
589.00	0.083
590.00	0.083
591.00	0.083
592.00	0.083
593.00	0.082
594.00	0.082
595.00	0.082
596.00	0.082
597.00	0.082
598.00	0.082
599.00	0.082
600.00	0.082
