"154635 - RawData-006 - E:\UV Data\adv phy chem lab\batch A&B\Au np 4_10ul.spc"
"Wavelength nm."	"Abs."
374.00	0.321
375.00	0.326
376.00	0.331
377.00	0.336
378.00	0.340
379.00	0.345
380.00	0.350
381.00	0.355
382.00	0.359
383.00	0.363
384.00	0.368
385.00	0.372
386.00	0.376
387.00	0.380
388.00	0.383
389.00	0.386
390.00	0.389
391.00	0.392
392.00	0.394
393.00	0.396
394.00	0.398
395.00	0.400
396.00	0.402
397.00	0.403
398.00	0.404
399.00	0.405
400.00	0.405
401.00	0.405
402.00	0.405
403.00	0.404
404.00	0.403
405.00	0.401
406.00	0.399
407.00	0.397
408.00	0.395
409.00	0.392
410.00	0.388
411.00	0.384
412.00	0.380
413.00	0.376
414.00	0.371
415.00	0.366
416.00	0.361
417.00	0.355
418.00	0.350
419.00	0.344
420.00	0.338
421.00	0.332
422.00	0.326
423.00	0.320
424.00	0.313
425.00	0.307
426.00	0.301
427.00	0.294
428.00	0.288
429.00	0.281
430.00	0.275
431.00	0.269
432.00	0.262
433.00	0.256
434.00	0.250
435.00	0.244
436.00	0.238
437.00	0.232
438.00	0.226
439.00	0.220
440.00	0.215
441.00	0.209
442.00	0.204
443.00	0.199
444.00	0.194
445.00	0.189
446.00	0.184
447.00	0.180
448.00	0.176
449.00	0.172
450.00	0.169
451.00	0.165
452.00	0.162
453.00	0.159
454.00	0.156
455.00	0.153
456.00	0.150
457.00	0.147
458.00	0.145
459.00	0.143
460.00	0.140
461.00	0.138
462.00	0.136
463.00	0.134
464.00	0.132
465.00	0.131
466.00	0.130
467.00	0.128
468.00	0.127
469.00	0.127
470.00	0.126
471.00	0.125
472.00	0.125
473.00	0.124
474.00	0.124
475.00	0.123
476.00	0.123
477.00	0.122
478.00	0.122
479.00	0.121
480.00	0.120
481.00	0.120
482.00	0.120
483.00	0.119
484.00	0.119
485.00	0.119
486.00	0.119
487.00	0.119
488.00	0.120
489.00	0.120
490.00	0.120
491.00	0.121
492.00	0.121
493.00	0.121
494.00	0.121
495.00	0.121
496.00	0.121
497.00	0.121
498.00	0.120
499.00	0.120
500.00	0.119
501.00	0.119
502.00	0.118
503.00	0.117
504.00	0.117
505.00	0.116
506.00	0.116
507.00	0.115
508.00	0.115
509.00	0.114
510.00	0.114
511.00	0.114
512.00	0.113
513.00	0.113
514.00	0.113
515.00	0.112
516.00	0.112
517.00	0.112
518.00	0.112
519.00	0.111
520.00	0.111
521.00	0.111
522.00	0.110
523.00	0.110
524.00	0.110
525.00	0.110
526.00	0.109
527.00	0.109
528.00	0.109
529.00	0.108
530.00	0.108
531.00	0.108
532.00	0.107
533.00	0.107
534.00	0.107
535.00	0.106
536.00	0.106
537.00	0.106
538.00	0.105
539.00	0.105
540.00	0.105
541.00	0.104
542.00	0.104
543.00	0.104
544.00	0.103
545.00	0.103
546.00	0.103
547.00	0.102
548.00	0.102
549.00	0.102
550.00	0.101
551.00	0.101
552.00	0.101
553.00	0.101
554.00	0.100
555.00	0.100
556.00	0.100
557.00	0.100
558.00	0.100
559.00	0.099
560.00	0.099
561.00	0.099
562.00	0.099
563.00	0.099
564.00	0.098
565.00	0.098
566.00	0.098
567.00	0.098
568.00	0.098
569.00	0.098
570.00	0.098
571.00	0.097
572.00	0.097
573.00	0.097
574.00	0.097
575.00	0.097
576.00	0.097
577.00	0.097
578.00	0.097
579.00	0.097
580.00	0.096
581.00	0.096
582.00	0.096
583.00	0.096
584.00	0.096
585.00	0.096
586.00	0.096
587.00	0.096
588.00	0.096
589.00	0.096
590.00	0.096
591.00	0.096
592.00	0.096
593.00	0.096
594.00	0.096
595.00	0.096
596.00	0.095
597.00	0.095
598.00	0.095
599.00	0.095
600.00	0.095
