"164348 - RawData-010 - E:\UV Data\adv phy chem lab\batch A&B\Au nr1_30ul.spc"
"Wavelength nm."	"Abs."
200.00	2.968
201.00	3.002
202.00	3.021
203.00	2.980
204.00	2.954
205.00	2.857
206.00	2.616
207.00	2.317
208.00	1.985
209.00	1.674
210.00	1.420
211.00	1.191
212.00	1.005
213.00	0.858
214.00	0.749
215.00	0.666
216.00	0.609
217.00	0.569
218.00	0.545
219.00	0.533
220.00	0.532
221.00	0.538
222.00	0.549
223.00	0.564
224.00	0.580
225.00	0.597
226.00	0.613
227.00	0.629
228.00	0.643
229.00	0.655
230.00	0.663
231.00	0.668
232.00	0.669
233.00	0.665
234.00	0.657
235.00	0.644
236.00	0.627
237.00	0.606
238.00	0.581
239.00	0.553
240.00	0.521
241.00	0.491
242.00	0.458
243.00	0.423
244.00	0.392
245.00	0.360
246.00	0.329
247.00	0.302
248.00	0.277
249.00	0.253
250.00	0.231
251.00	0.214
252.00	0.197
253.00	0.181
254.00	0.167
255.00	0.154
256.00	0.143
257.00	0.133
258.00	0.124
259.00	0.117
260.00	0.111
261.00	0.105
262.00	0.101
263.00	0.097
264.00	0.094
265.00	0.092
266.00	0.091
267.00	0.090
268.00	0.090
269.00	0.091
270.00	0.092
271.00	0.093
272.00	0.096
273.00	0.098
274.00	0.101
275.00	0.105
276.00	0.109
277.00	0.113
278.00	0.118
279.00	0.124
280.00	0.129
281.00	0.135
282.00	0.141
283.00	0.148
284.00	0.154
285.00	0.161
286.00	0.169
287.00	0.175
288.00	0.182
289.00	0.188
290.00	0.194
291.00	0.199
292.00	0.205
293.00	0.209
294.00	0.213
295.00	0.216
296.00	0.218
297.00	0.220
298.00	0.220
299.00	0.219
300.00	0.218
301.00	0.215
302.00	0.212
303.00	0.208
304.00	0.204
305.00	0.198
306.00	0.193
307.00	0.186
308.00	0.179
309.00	0.171
310.00	0.163
311.00	0.154
312.00	0.146
313.00	0.137
314.00	0.129
315.00	0.120
316.00	0.113
317.00	0.105
318.00	0.099
319.00	0.092
320.00	0.087
321.00	0.081
322.00	0.076
323.00	0.072
324.00	0.068
325.00	0.064
326.00	0.060
327.00	0.057
328.00	0.054
329.00	0.051
330.00	0.048
331.00	0.046
332.00	0.044
333.00	0.042
334.00	0.040
335.00	0.038
336.00	0.037
337.00	0.036
338.00	0.035
339.00	0.034
340.00	0.032
341.00	0.032
342.00	0.030
343.00	0.030
344.00	0.029
345.00	0.029
346.00	0.029
347.00	0.029
348.00	0.029
349.00	0.028
350.00	0.028
351.00	0.028
352.00	0.028
353.00	0.028
354.00	0.029
355.00	0.028
356.00	0.028
357.00	0.029
358.00	0.029
359.00	0.029
360.00	0.029
361.00	0.029
362.00	0.029
363.00	0.030
364.00	0.030
365.00	0.031
366.00	0.031
367.00	0.032
368.00	0.032
369.00	0.032
370.00	0.032
371.00	0.032
372.00	0.033
373.00	0.033
374.00	0.033
375.00	0.033
376.00	0.034
377.00	0.034
378.00	0.034
379.00	0.034
380.00	0.035
381.00	0.035
382.00	0.035
383.00	0.035
384.00	0.035
385.00	0.036
386.00	0.036
387.00	0.036
388.00	0.036
389.00	0.036
390.00	0.036
391.00	0.036
392.00	0.036
393.00	0.037
394.00	0.037
395.00	0.037
396.00	0.037
397.00	0.037
398.00	0.037
399.00	0.037
400.00	0.037
401.00	0.037
402.00	0.037
403.00	0.037
404.00	0.036
405.00	0.036
406.00	0.036
407.00	0.036
408.00	0.036
409.00	0.036
410.00	0.035
411.00	0.035
412.00	0.035
413.00	0.035
414.00	0.034
415.00	0.034
416.00	0.034
417.00	0.033
418.00	0.033
419.00	0.033
420.00	0.033
421.00	0.032
422.00	0.032
423.00	0.032
424.00	0.031
425.00	0.031
426.00	0.031
427.00	0.031
428.00	0.030
429.00	0.030
430.00	0.030
431.00	0.029
432.00	0.029
433.00	0.029
434.00	0.028
435.00	0.028
436.00	0.028
437.00	0.027
438.00	0.027
439.00	0.027
440.00	0.026
441.00	0.026
442.00	0.026
443.00	0.025
444.00	0.025
445.00	0.024
446.00	0.024
447.00	0.024
448.00	0.024
449.00	0.023
450.00	0.023
451.00	0.023
452.00	0.022
453.00	0.022
454.00	0.022
455.00	0.022
456.00	0.022
457.00	0.021
458.00	0.021
459.00	0.021
460.00	0.021
461.00	0.021
462.00	0.021
463.00	0.021
464.00	0.020
465.00	0.020
466.00	0.020
467.00	0.020
468.00	0.020
469.00	0.020
470.00	0.020
471.00	0.020
472.00	0.020
473.00	0.020
474.00	0.020
475.00	0.020
476.00	0.020
477.00	0.020
478.00	0.020
479.00	0.020
480.00	0.020
481.00	0.020
482.00	0.020
483.00	0.020
484.00	0.020
485.00	0.020
486.00	0.020
487.00	0.020
488.00	0.021
489.00	0.021
490.00	0.021
491.00	0.021
492.00	0.021
493.00	0.021
494.00	0.021
495.00	0.021
496.00	0.021
497.00	0.021
498.00	0.021
499.00	0.021
500.00	0.021
501.00	0.021
502.00	0.021
503.00	0.021
504.00	0.021
505.00	0.021
506.00	0.020
507.00	0.020
508.00	0.020
509.00	0.020
510.00	0.020
511.00	0.020
512.00	0.019
513.00	0.019
514.00	0.019
515.00	0.019
516.00	0.019
517.00	0.019
518.00	0.018
519.00	0.018
520.00	0.018
521.00	0.018
522.00	0.018
523.00	0.017
524.00	0.017
525.00	0.017
526.00	0.017
527.00	0.017
528.00	0.017
529.00	0.016
530.00	0.016
531.00	0.016
532.00	0.016
533.00	0.016
534.00	0.016
