"154635 - RawData-004 - E:\UV Data\adv phy chem lab\batch A&B\Au np 4_10ul.spc"
"Wavelength nm."	"Abs."
468.00	0.112
469.00	0.109
470.00	0.108
471.00	0.106
472.00	0.104
473.00	0.103
474.00	0.102
475.00	0.100
476.00	0.099
477.00	0.098
478.00	0.097
479.00	0.096
480.00	0.095
481.00	0.095
482.00	0.094
483.00	0.094
484.00	0.093
485.00	0.093
486.00	0.093
487.00	0.093
488.00	0.093
489.00	0.093
490.00	0.093
491.00	0.094
492.00	0.094
493.00	0.094
494.00	0.094
495.00	0.094
496.00	0.094
497.00	0.094
498.00	0.093
499.00	0.093
500.00	0.092
501.00	0.091
502.00	0.091
503.00	0.090
504.00	0.090
505.00	0.089
506.00	0.089
507.00	0.088
508.00	0.088
509.00	0.087
510.00	0.087
511.00	0.087
512.00	0.086
513.00	0.086
514.00	0.086
515.00	0.085
516.00	0.085
517.00	0.085
518.00	0.085
519.00	0.085
520.00	0.084
521.00	0.084
522.00	0.084
523.00	0.083
524.00	0.083
525.00	0.083
526.00	0.083
527.00	0.082
528.00	0.082
529.00	0.082
530.00	0.081
531.00	0.081
532.00	0.081
533.00	0.080
534.00	0.080
535.00	0.080
536.00	0.080
537.00	0.079
538.00	0.079
539.00	0.079
540.00	0.078
541.00	0.078
542.00	0.078
543.00	0.077
544.00	0.077
545.00	0.077
546.00	0.076
547.00	0.076
548.00	0.076
549.00	0.076
550.00	0.075
551.00	0.075
552.00	0.075
553.00	0.075
554.00	0.074
555.00	0.074
556.00	0.074
557.00	0.074
558.00	0.074
559.00	0.073
560.00	0.073
561.00	0.073
562.00	0.073
563.00	0.073
564.00	0.072
565.00	0.072
566.00	0.072
567.00	0.072
568.00	0.072
569.00	0.072
570.00	0.072
571.00	0.072
572.00	0.071
573.00	0.071
574.00	0.071
575.00	0.071
576.00	0.071
577.00	0.071
578.00	0.071
579.00	0.071
580.00	0.071
581.00	0.071
582.00	0.071
583.00	0.071
584.00	0.070
585.00	0.070
586.00	0.070
587.00	0.070
588.00	0.070
589.00	0.070
590.00	0.070
591.00	0.070
592.00	0.070
593.00	0.070
594.00	0.070
595.00	0.070
596.00	0.070
597.00	0.070
598.00	0.070
599.00	0.070
600.00	0.070
