"154635 - RawData-002 - E:\UV Data\adv phy chem lab\batch A&B\Au np 2_10ul.spc"
"Wavelength nm."	"Abs."
483.00	0.058
484.00	0.058
485.00	0.057
486.00	0.057
487.00	0.057
488.00	0.057
489.00	0.057
490.00	0.057
491.00	0.056
492.00	0.056
493.00	0.056
494.00	0.057
495.00	0.057
496.00	0.057
497.00	0.057
498.00	0.057
499.00	0.057
500.00	0.057
501.00	0.057
502.00	0.057
503.00	0.057
504.00	0.057
505.00	0.057
506.00	0.057
507.00	0.057
508.00	0.057
509.00	0.057
510.00	0.057
511.00	0.057
512.00	0.057
513.00	0.057
514.00	0.057
515.00	0.057
516.00	0.057
517.00	0.057
518.00	0.057
519.00	0.057
520.00	0.057
521.00	0.057
522.00	0.057
523.00	0.056
524.00	0.056
525.00	0.056
526.00	0.056
527.00	0.056
528.00	0.055
529.00	0.055
530.00	0.055
531.00	0.055
532.00	0.054
533.00	0.054
534.00	0.054
535.00	0.053
536.00	0.053
537.00	0.053
538.00	0.053
539.00	0.052
540.00	0.052
541.00	0.052
542.00	0.051
543.00	0.051
544.00	0.051
545.00	0.050
546.00	0.050
547.00	0.050
548.00	0.050
549.00	0.049
550.00	0.049
551.00	0.049
552.00	0.048
553.00	0.048
554.00	0.048
555.00	0.048
556.00	0.048
557.00	0.047
558.00	0.047
559.00	0.047
560.00	0.047
561.00	0.046
562.00	0.046
563.00	0.046
564.00	0.046
565.00	0.046
566.00	0.045
567.00	0.045
568.00	0.045
569.00	0.045
570.00	0.045
571.00	0.045
572.00	0.045
573.00	0.044
574.00	0.044
575.00	0.044
576.00	0.044
577.00	0.044
578.00	0.044
579.00	0.044
580.00	0.044
581.00	0.044
582.00	0.044
583.00	0.043
584.00	0.043
585.00	0.043
586.00	0.043
587.00	0.043
588.00	0.043
589.00	0.043
590.00	0.043
591.00	0.043
592.00	0.043
593.00	0.043
594.00	0.043
595.00	0.043
596.00	0.043
597.00	0.042
598.00	0.042
599.00	0.042
600.00	0.042
