"154635 - RawData-003 - E:\UV Data\adv phy chem lab\batch A&B\Au np 3_10ul.spc"
"Wavelength nm."	"Abs."
389.00	0.830
390.00	0.838
391.00	0.846
392.00	0.853
393.00	0.859
394.00	0.865
395.00	0.870
396.00	0.874
397.00	0.877
398.00	0.879
399.00	0.881
400.00	0.882
401.00	0.882
402.00	0.880
403.00	0.879
404.00	0.875
405.00	0.871
406.00	0.865
407.00	0.859
408.00	0.852
409.00	0.843
410.00	0.834
411.00	0.823
412.00	0.811
413.00	0.799
414.00	0.785
415.00	0.771
416.00	0.757
417.00	0.741
418.00	0.725
419.00	0.709
420.00	0.692
421.00	0.674
422.00	0.657
423.00	0.639
424.00	0.621
425.00	0.604
426.00	0.587
427.00	0.569
428.00	0.551
429.00	0.532
430.00	0.515
431.00	0.497
432.00	0.479
433.00	0.462
434.00	0.445
435.00	0.428
436.00	0.410
437.00	0.394
438.00	0.377
439.00	0.361
440.00	0.345
441.00	0.330
442.00	0.316
443.00	0.302
444.00	0.288
445.00	0.274
446.00	0.261
447.00	0.249
448.00	0.237
449.00	0.226
450.00	0.216
451.00	0.206
452.00	0.197
453.00	0.187
454.00	0.179
455.00	0.171
456.00	0.163
457.00	0.155
458.00	0.148
459.00	0.142
460.00	0.136
461.00	0.130
462.00	0.125
463.00	0.119
464.00	0.115
465.00	0.110
466.00	0.106
467.00	0.103
468.00	0.100
469.00	0.096
470.00	0.094
471.00	0.091
472.00	0.089
473.00	0.087
474.00	0.085
475.00	0.083
476.00	0.082
477.00	0.081
478.00	0.079
479.00	0.078
480.00	0.077
481.00	0.077
482.00	0.076
483.00	0.075
484.00	0.075
485.00	0.075
486.00	0.074
487.00	0.074
488.00	0.074
489.00	0.074
490.00	0.074
491.00	0.075
492.00	0.075
493.00	0.075
494.00	0.075
495.00	0.075
496.00	0.075
497.00	0.075
498.00	0.074
499.00	0.074
500.00	0.074
501.00	0.074
502.00	0.074
503.00	0.073
504.00	0.073
505.00	0.073
506.00	0.073
507.00	0.072
508.00	0.072
509.00	0.072
510.00	0.072
511.00	0.072
512.00	0.072
513.00	0.072
514.00	0.071
515.00	0.071
516.00	0.071
517.00	0.071
518.00	0.071
519.00	0.071
520.00	0.071
521.00	0.070
522.00	0.070
523.00	0.070
524.00	0.070
525.00	0.069
526.00	0.069
527.00	0.069
528.00	0.069
529.00	0.068
530.00	0.068
531.00	0.068
532.00	0.068
533.00	0.067
534.00	0.067
535.00	0.067
536.00	0.066
537.00	0.066
538.00	0.066
539.00	0.066
540.00	0.065
541.00	0.065
542.00	0.065
543.00	0.064
544.00	0.064
545.00	0.064
546.00	0.063
547.00	0.063
548.00	0.063
549.00	0.063
550.00	0.062
551.00	0.062
552.00	0.062
553.00	0.062
554.00	0.061
555.00	0.061
556.00	0.061
557.00	0.061
558.00	0.060
559.00	0.060
560.00	0.060
561.00	0.060
562.00	0.060
563.00	0.060
564.00	0.059
565.00	0.059
566.00	0.059
567.00	0.059
568.00	0.059
569.00	0.059
570.00	0.059
571.00	0.058
572.00	0.058
573.00	0.058
574.00	0.058
575.00	0.058
576.00	0.058
577.00	0.058
578.00	0.058
579.00	0.058
580.00	0.058
581.00	0.057
582.00	0.057
583.00	0.057
584.00	0.057
585.00	0.057
586.00	0.057
587.00	0.057
588.00	0.057
589.00	0.057
590.00	0.057
591.00	0.057
592.00	0.057
593.00	0.057
594.00	0.057
595.00	0.057
596.00	0.057
597.00	0.056
598.00	0.056
599.00	0.056
600.00	0.056
